#noautoenter  下线回城
#runplayer    允许穿人
#runmon       允许穿怪
#nodiedropitem 死亡不掉东西
#noprotectnewer 不保护新手
#masktype(0)  地图摭罩
#pkprohibit   禁止PK
#pkallow      允许PK(不加PK值)
#nochangeequiplist 禁止切换装备选项
#noseeothers   看不到其他玩家
#nodropitem 禁止扔东西
#addcofingroup  杀怪加疲软值
#em(number) 杀怪倍数
#execallow 地图打怪扣体力值
#expmul(number) 人物最大经验倍数
#nointeract     屏蔽玩家名字,禁止聊天,禁止查看角色信息
#nomount 禁止坐骑
#lockaction 禁止攻击和使用技能

#[地图编号 地图编号  名字  脚本触发  配置字段(支持上述的功能)

#地表地图
#[kuafu vkf 跨服战 map.kuafu runmon,runplayer
[mtmt9     bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt10    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt11    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt12    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt13   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt14   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt15   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt16   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt17   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt18   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt19   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt20   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt21   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt22    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt23    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt24    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt25   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt26   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt27   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt28   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt29   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt30   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt31   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt32   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt33   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt34    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt35    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt36    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt37   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt38   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt39   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt40   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt41   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt42   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt43   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt44   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt45   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt46    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt47    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt48    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt49   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt50   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt51   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt52   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt53   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt54   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt55   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt56   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt57   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt58    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt59    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt60    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt61   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt62   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt63   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt64   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt65   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt66   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt67   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt68   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt69   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt70    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt71    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt72    bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt73  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt74  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt75  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt76  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt77  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt78  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt79  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt80  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt81  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt82   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt83   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt84   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt85  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt86  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt87  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt88  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt89  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt90  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt91  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt92  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt93  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt94   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt95   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt96   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt97  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt98  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt99  bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt100 bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)

[fengml1 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml2 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml3 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml4 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml5 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml6 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml7 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml8 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml9 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml10 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml11 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml12 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml13 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml14 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml15 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml16 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml17 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml18 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml19 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml20 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml21 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml22 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml23 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml24 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml25 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml26 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml27 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml28 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml29 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml30 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml31 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml32 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml33 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml34 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml35 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml36 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml37 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml38 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml39 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml40 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml41 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml42 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml43 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml44 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml45 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml46 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml47 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml48 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml49 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml50 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml51 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml52 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml53 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml54 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml55 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml56 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml57 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml58 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml59 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml60 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml61 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml62 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml63 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml64 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml65 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml66 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml67 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml68 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml69 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml70 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml71 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml72 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml73 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml74 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml75 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml76 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml77 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml78 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml79 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml80 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml81 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml82 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml83 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml84 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml85 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml86 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml87 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml88 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml89 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml90 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml91 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml92 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml93 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml94 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml95 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml96 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml97 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml98 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml99 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml100 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml101 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
